"category_1","category_2","category_3","description"
"1","0","0","Um grupo de cientistas caçadores de tempestades liderado pelo ambicioso Pete (Matt Walsh), que contrata a cautelosa meteorologista Allison Stone (Sarah Wayne Callies) para ajudar na aventura; o comportado adolescente Donnie Morris (Max Deacon), que resolve faltar a própria cerimônia de formatura para ajudar Kaitlyn (Alycia Debnam-Carey), por quem é apaixonado, em um projeto escolar – por sugestão do irmão fanfarrão Trey (Nathan Kress) – e a dupla acaba soterrada em uma antiga fábrica, de onde o pai dos meninos, Gary (Richard Armitage) tentará resgatá-los; uma dupla de bobalhões que faz de tudo para ficar famosa no YouTube. Esses são os personagens centrais que terão de enfrentar a fúria do maior tornado que a natureza já produziu."
"1","0","0","Mariachi (Antonio Banderas) é um justiceiro que está em busca do líder de um cartel, que tem elaborado um plano para derrubar o atual Presidente do México (Pedro Armendáriz Jr.). Porém ele precisa também se preocupar com Sands (Johnny Depp), um agente da CIA corrupto que o contratou para realizar o serviço."
"15","0","0","Adaptação do jogo homônimo  que acontece em um restaurante familiar tipicamente americano chamado Freddy Fazbear's Pizza, onde robôs animados fazem a festa das crianças durante o dia. Mas, quando chega a noite, eles se transformam em assassinos psicopatas."
"7","0","0","Anwar El-Ibrahimi (Omar Metwally) está retornando aos Estados Unidos, após participar de uma conferência na África do Sul. Entretanto antes de desembarcar, mas já em solo americano, ele é retido por autoridades do governo. Isabella (Reese Whiterspoon), sua esposa, fica à sua espera no aeroporto, em vão. Anwar simplesmente desaparece, sem que Isabella ou qualquer outra pessoa saiba o que aconteceu com ele. Na verdade Anwar foi retido a mando de Corrine Whitman (Meryl Streep), que investiga a morte de cidadãos americanos em um atentado terrorista e desconfia que ele tenha algum envolvimento com um grupo perigoso no Egito, seu país-natal. Anwar é levado para fora dos Estados Unidos, onde passa a ser torturado com o objetivo de revelar as informações que sabe. Paralelamente Isabella busca a ajuda de um antigo amigo de escola, Alan Smith (Peter Sarsgaard), que agora trabalha como assessor de um senador (Alan Arkin)."
"5","0","0","Conrad (Spencer Breslin) e Sally (Dakota Fanning) são dois irmãos que, num dia chuvoso, estão em casa sem ter nada para fazer. A única diversão da dupla é ficar brincando com o animal de estimação deles, um peixe. Até que surge um gato travesso (Mike Myers), de cartola vermelha e branca, que leva a dupla a um incrível mundo de imaginação."
"13","7","14","Durante a Grande Depressão, Bonnie Parker (Faye Dunaway) conhece Clyde Barrow (Warren Beatty), um ex-presidiário que foi solto por bom comportamento, quando este tenta roubar o carro de sua mãe. Atraída pelo rapaz, ela o acompanha. Ambos iniciam uma carreira de crimes, assaltando bancos e roubando automóveis. Conhecem o mecânico C.W. Moss (Michael J. Pollard), que passa a ser o novo companheiro da dupla, mas durante um assalto matam uma pessoa e são caçados daí em diante como assassinos. Ao grupo une-se Buck (Gene Hackman), o irmão de Clyde recém-saído da cadeia, e Blanche (Estelle Parsons), sua mulher. Sucedem-se os assaltos e logo o quinteto ganha fama em todo o sul do país. Uma noite, são cercados por vários policiais e, obrigados a matar para fugir, são perseguidos em vários estados."
"15","0","0","Um diplomata americano preocupado em não chocar a esposa, em virtude da morte do seu filho ao nascer, lhe oculta o fato e adota um recém-nascido de origem desconhecida. Mortes misteriosas começam a cercar a família do homem, que sem saber, pode estar criando o AntiCristo em pessoa."
"15","0","0","Dois anos pós o massacre em Woodsboro, Sidney Prescott (Neve Campbell) e Randy Meeks estão tentando refazer suas vidas em uma nova cidade. Estudando no colégio de Windsor, eles vão lidar com uma nova onda de assassinatos quando o terrível psicopata retorna para assombrá-los nas vésperas do lançamento do filme baseado nos seus crimes."
"2","3","5","A formiguinha Z apenas um operário, que sonha roubar o coração da princesa Bala. Para isso, convence seu amigo soldado a trocar de lugar com ele, o que faz com que tenha que enfrentar o impiedoso General Mandíbula, que planeja uma grande ofensiva contra o formigueiro."
"15","0","0","Belo Quinto, uma fictícia cidade no sudeste do Brasil, recebe a visita do padre Andrew Kiernan (Gabriel Byrne), que foi mandado pelo Vaticano para investigar uma igreja que tem a estátua de uma santa que verte lágrimas de sangue. Lágrimas estas que começaram no dia em que o padre Paulo Almeida, o responsável pela igreja, morreu. Enquanto Kiernan fotografava a estátua, que sangrava, um garoto furta um rosário que estava junto do corpo do falecido e vende o terço para uma turista, que por sua vez manda de presente para Frankie Paige (Patricia Arquette), sua filha, que cabeleireira em Nova York. Em pouco tempo, ela passa a ser vítima de 'estigmas', chagas idênticas às de Cristo, e Andrew Kiernan o encarregado de investigar o fenômeno. Inicialmente Kiernan descarta a possibilidade dos 'estigmas', pois todos os 'estigmatas' são pessoas bastante religiosas e Paige não acredita em Deus. Mas Kiernan vê o suficiente para quebrar os padrões estabelecidos pelo Vaticano, e acredita que se ele não fizer nada, Frankie pode morrer. Gradativamente, ele pass a suspeitar que seu superior, o cardeal Daniel Houseman (Jonathan Pryce), não quer que toda a verdade venha tona."
"9","7","0","Depois de sobreviver graças a uma prótese na cauda em Winter, o Golfinho (2011), a sequência mostra o personagem lutando para não ser transferido para um novo aquário após a morte de sua mãe. De acordo com as regras locais, nenhum golfinho pode permanecer sozinho no tanque, precisando do contato com outros golfinhos. Enquanto isso, Winter faz um novo amigo, chamado Hope (esperança)."
"9","0","0","Os jovens estudantes Olivia (Bridgit Mendler), Wen (Adam Hicks), Stella (Hayley Kiyoko), Mo (Naomi Scott) e Charlie (Blake Michael) se conhecem durante a detenção, onde se conectam através da música. A partir daí, decidem montar um grupo musical."
"3","11","1","Três perigosos prisioneiros do extinto planeta Krypton, que estavam confinados na Zona Fantasma, se libertam graças à uma explosão. O trio parte então para a Terra, onde passam a ter os mesmos poderes do Super-Homem, mas o objetivo deles é dominar o planeta."
"7","0","0","Vince Ferro (Sam Riley) é um jovem comum que decide assumir a identidade de um homem morto para participar do que ele achava ser uma oferta de trabalho. Ele segue as instruções do envelope que era destinado ao falecido e acaba mergulhando no submundo das apostas, onde vidas humanas estão em jogo numa roleta russa bizarra."
"10","5","9","O garoto Viktor (Barret Oliver) tem o costume de fazer vídeos amadores envolvendo monstros, usando seu cachorro Sparky como uma das estrelas principais. Quando Sparky morre, após ser atingido por um carro, Viktor resolve trazê-lo de volta à vida da única maneira que conhece, seguindo o livro 'Frankenstein', de Mary Shelley. Seu experimento é bem sucedido, só que Sparky passa a aterrorizar os vizinhos do garoto."
"15","0","0","Thomas Lewitt (Andrew Bryniarski) nasceu em um parto complicado, no chão de um abatedouro no Texas. Ele é salvo por Luda Mae Hewitt (Marietta Marich) e passa a ser criado também pelo xerife Hoyt (R. Lee Ermey), Montgomery (Terrence Evans) e Henrietta. Thomas tem uma vida violenta, repleta de abusos físicos e emocionais, o que o faz se tornar o assassino Leatherface ao crescer. Quando dois jovens a passeio com suas namoradas se perdem, ele se tornam suas primeiras vítimas."
"7","13","14","Johnny Friendly (Lee J. Cobb) é um gângster que atua nas docas de Noa Yorl. Ele é também o chefe do sindicato, sendo assessorado por Charley Malloy (Rod Steiger), um vil advogado. Os dois usam um ex-boxeador, Terry Malloy (Marlon Brando), que é irmão de Charley, para atrair Joey Doyle (John F. Hamilton) até o telhado, onde dois capangas de Friendly o empurram para a morte. O motivo do assassinato era que assim ele nada falaria para a comissão do crime, ou seja, era um delator, e para aqueles que controlavam o sindicato merecia morrer. Terry atraiu Joey com uma certa dose de inocência, pois acreditava que os capangas iam só dar uma 'prensa' nele. Edie Doyle (Eva Marie Saint), a irmã do homem assassinado, demonstra toda a sua revolta quando o padre Barry (Karl Malden) dava os últimos sacramentos para Joey. No dia seguinte Glover (Leif Erickson) e Gillette (Martin Balsam), dois membros da comissão que investiga o crime nas docas, quer interrogar Terry, mas ele diz que não tem informação para lhes dar. Logo Terry conhece Edie e começa a se sentir responsável pela morte de Joey. O padre Barry cede os fundos da igreja para os portuários se reunirem com segurança e para ver o que está acontecendo. Charley diz a Terry para que vá à reunião e lá o padre pergunta quem matou Joey Doyle. O medo faz todos silenciarem. Não tendo conseguido nada e estando prestes a encerrar a reunião, os capangas de Johnny começam a quebrar os vidros da igreja. Os poucos que tiveram coragem de ir eram atingidos por golpes de canos ou tacos de beisebol, quando saiam da igreja. Barry jura para 'Kayo' Dugan (Pat Henning), um dos portuários com maior representatividade, que não irá se intimidar com tal agressão. Paralelamente nada acontece com Edie, que foi retirada da igreja por Terry. Os dois conversaram, mas o pai dela odiou saber que sua filha estava com o irmão de Charley. Ele está ansioso para que sua filha volte para o colégio, mas ela diz que não partirá até a morte do irmão ser esclarecida. Edie reencontra Terry e, apesar de ter várias coisas nele que a desagradem, há algo que não consegue definir. Porém algo deixa a situação muito tensa, pois Dugan coopera com a comissão mas, enquanto trabalhava, um engradado 'acidentalmente' cai em cima dele, matando-o."
"9","10","0","Após entrarem numa estranha caverna, as amigas Cleo (Phoebe Tonkin), Emma (Claire Holt) e Rikki (Cariba Heine) se transformam em poderosas sereias. Enquanto aprende a lidar com a radical mudança, o trio tenta manter segredo sobre o acontecido e se envolve em muitas aventuras."
"7","0","0","No dia 8 de dezembro de 1980 morria o cantor John Lennon. Para a surpresa do mundo, um homem casado, sem antecendentes criminais, disparou cinco tiros contra o ex-Beatle, na porta do edifício Dakota, onde morava em Nova York. O que se passou na cabeça de Mark David Chapman (Jared Leto) nos três dias que antecenderam o crime? Por que sua mente ficou abalada de uma hora para outra e qual seria a verdadeira conexão do assassino com o livro 'O Apanhador no Campo de Centeio', encontrado com ele?"
"1","3","11","Dois anos após a batalha entre os Autobots e os Decepticons, Sam Witwicky (Shia LaBeouf) enfrenta a ansiedade de entrar na faculdade. Isto significa que ele terá que morar separado de seus pais, Judy (Julie White) e Ron (Kevin Dunn), deixar a namorada Mikaela Banes (Megan Fox) e ainda explicar a situação ao seu amigo e protetor Bumblebee, já que pretende levar uma vida normal de agora em diante. Paralelamente o governo desativa o Setor 7, resultando na demissão do agente Simmons (John Turturro). Em seu lugar é criada a NEST, uma agência comandada pelo capitão Lennox (Josh Duhamel) e o sargento Epps (Tyrese Gibson), que trabalha em conjunto com os Autobots. Porém a NEST enfrenta a resistência de Theodore Galloway (John Benjamin Hickey), o consultor da segurança nacional, que a considera supérflua."
"7","10","14","No dia do seu 37º aniversário um mecânico (John Travolta) vê uma luz muito intensa e sente um impacto que o leva ao chão, fazendo com que ele imediatamente se torne uma pessoa extraordinariamente inteligente. No início ele não descobre este seu novo dom, mas o fato de não mais dormir, ler alguns livros por dia, prever um terremoto, aprender português em vinte minutos, decifrar códigos militares, entre outras coisas, chamam a atenção de muita gente, inclusive do governo, que deseja utilizar esta inteligência no Serviço Secreto e não em benefício da comunidade, que é o sonho dele."
